iter	MAE
324	0.08938988105
325	0.08931026363
326	0.08920207194
327	0.08898410593
328	0.0886712031
329	0.088641483
330	0.08853354437
331	0.08827001274
332	0.08819304232
333	0.08817585762
334	0.08801562285
335	0.08790879354
336	0.0878393996
337	0.08750208661
338	0.08724490539
339	0.08719842375
340	0.08710584726
341	0.08707654567
342	0.08697365625
343	0.08685341807
344	0.08674898483
345	0.08660795805
346	0.08656406009
347	0.08640584044
348	0.08615422972
349	0.08598070791
350	0.08588079176
351	0.08575249514
352	0.08568854853
353	0.0855972422
354	0.08538713548
355	0.08536608124
356	0.08515337389
357	0.08502877333
358	0.08491951316
359	0.08481671437
360	0.08465373046
361	0.08455136222
362	0.08445614049
363	0.08442824152
364	0.08411902176
365	0.08397892475
366	0.08390720149
367	0.08378945912
368	0.08364671371
369	0.08354725214
370	0.08342160356
371	0.08333863593
372	0.08319618877
373	0.08312482035
374	0.083081935
375	0.08306377373
376	0.08304065377
377	0.08287905075
378	0.08284136504
379	0.08276527411
380	0.08274133089
381	0.08264489704
382	0.08257593495
383	0.08255571358
384	0.08241680093
385	0.08196348179
386	0.0818716726
387	0.0817882403
388	0.08170272572
389	0.08159721531
390	0.0814049287
391	0.08118465973
392	0.08103072649
393	0.08087374559
394	0.08075907683
395	0.08067203399
396	0.08062293194
397	0.08055320366
398	0.08054036843
399	0.08048717143
400	0.08043470198
401	0.08040032022
402	0.0801824696
403	0.07998212457
404	0.07988756627
405	0.079873285
406	0.0798445737
407	0.07969631583
408	0.07967302539
409	0.0795953424
410	0.07945435064
411	0.07936659099
412	0.07926424835
413	0.07922488653
414	0.07920898942
415	0.079187842
416	0.07902644073
417	0.07899963418
418	0.07897727042
419	0.07889350314
420	0.07874497335
421	0.07863013292
422	0.07853678687
423	0.07845245641
424	0.07828482686
425	0.07803040594
426	0.07797925803
427	0.07790233973
428	0.07776359952
429	0.07771004974
430	0.07768236924
431	0.07753488576
432	0.07748330996
433	0.07741120272
434	0.07723876066
435	0.07722450802
436	0.0768948757
437	0.07683315948
438	0.07681753919
439	0.07671479454
440	0.07667186264
441	0.07661124126
442	0.07656534779
443	0.07655709201
444	0.0764974536
445	0.07641924441
446	0.07634984954
447	0.07611761855
448	0.07608804592
449	0.07602255793
450	0.07598221523
451	0.07587374717
452	0.07585615903
453	0.07581955289
454	0.07572698247
455	0.0755268139
456	0.07518482108
457	0.07515143308
458	0.07503874316
459	0.07495322981
460	0.07491682464
461	0.0747341248
462	0.07458022193
463	0.07441970689
464	0.07430571505
465	0.07425767591
466	0.07423473057
467	0.07412493164
468	0.07404231615
469	0.07397314301
470	0.07392732062
471	0.07392348425
472	0.07375958259
473	0.07369139815
474	0.07365168349
475	0.07347859277
476	0.07331282166
477	0.07327010648
478	0.07307180085
479	0.07304413999
480	0.07296756282
481	0.07268610172
482	0.07265160205
483	0.07260361194
484	0.07254072219
485	0.07235366108
486	0.07227522274
487	0.07216442967
488	0.07197667013
489	0.07191853547
490	0.0717326995
491	0.07166949797
492	0.07143457726
493	0.07132815343
494	0.07121510138
495	0.071175252
496	0.071109326
497	0.07102683221
498	0.07090258617
499	0.07088794587
500	0.07075121643
501	0.07058342407
502	0.07052543279
503	0.0704810845
504	0.07041364017
505	0.07031136772
506	0.07025553433
507	0.07018047458
508	0.07013513871
509	0.0699171649
510	0.06985368556
511	0.06984377373
512	0.06966114688
513	0.06941209228
514	0.0693975748
515	0.06920830201
516	0.06917461303
517	0.06909169532
518	0.06895349241
519	0.06880500715
520	0.06872379633
521	0.06852611834
522	0.06850786206
523	0.06849441719
524	0.06844560782
525	0.06834255268
526	0.06819285109
527	0.06811640624
528	0.06800238066
529	0.06796024117
530	0.06792122651
531	0.06780976131
532	0.06776470209
533	0.06764323194
534	0.06752208953
535	0.06743223127
536	0.06734311227
537	0.0672330552
538	0.06703561113
539	0.0668426783
540	0.06676624686
541	0.06666576162
542	0.06652799141
543	0.06650664134
544	0.06643489407
545	0.06636247459
546	0.06635178066
547	0.06634514548
548	0.06631189717
549	0.06628522098
550	0.06620141805
551	0.0661258173
552	0.06610279253
553	0.06601865073
554	0.06595961932
555	0.06588783553
556	0.06584051295
557	0.06574180159
558	0.06572905601
559	0.0656831768
560	0.06559799944
561	0.06556813301
562	0.06552478297
563	0.06536996093
564	0.06529851382
565	0.06527800981
566	0.06519098495
567	0.0650656387
568	0.06501222486
569	0.06496486451
570	0.06494272571
571	0.06481936799
572	0.06473912843
573	0.06471549892
574	0.06468171091
575	0.06464162919
576	0.06459081184
577	0.06458231937
578	0.06456790672
579	0.0645599325
580	0.06452163847
581	0.06444966487
582	0.0643299085
583	0.06402707283
584	0.06383387786
585	0.06379767344
586	0.06371431465
587	0.06366602913
588	0.06361002009
589	0.06347353272
590	0.06336726106
591	0.06328570889
592	0.06327965612
593	0.06321691265
594	0.06320518108
595	0.06317949508
596	0.06311650587
597	0.06285543342
598	0.06276473701
599	0.06272906157
600	0.06262052656
601	0.06255191904
602	0.0625080336
603	0.06247520455
604	0.06244506204
605	0.06235417199
606	0.0623049888
607	0.06219651207
608	0.06216286144
609	0.06213556774
610	0.06210423058
611	0.06205703764
612	0.06192110589
613	0.06186061487
614	0.06179352588
615	0.06155745738
616	0.06148373792
617	0.06142834265
618	0.06138245614
619	0.06136666494
620	0.06131194589
621	0.06126550975
622	0.06123958948
623	0.06121743127
624	0.06117964162
625	0.06112153293
626	0.06109108077
627	0.06104145853
628	0.06102783765
629	0.06096932545
630	0.06091536186
631	0.06089906354
632	0.06085913798
633	0.06069788895
634	0.06058765614
635	0.06050573658
636	0.06042914078
637	0.06035669454
638	0.06028272133
639	0.06024393856
640	0.060176173
641	0.06010353045
642	0.06004049814
643	0.06003358482
644	0.0599406685
645	0.05989551077
646	0.05980423608
647	0.05973779554
648	0.05967928909
649	0.05965730269
650	0.05960448685
651	0.05958097724
652	0.05955145486
653	0.05946728243
654	0.05937069013
655	0.05935793825
656	0.05931193474
657	0.05929704252
658	0.05919616082
659	0.05911259892
660	0.05907539775
661	0.05903422052
662	0.0589738807
663	0.05893009977
664	0.05892028538
665	0.0589120575
666	0.05889368122
667	0.05879167014
668	0.05876468861
669	0.05874379749
670	0.05871657056
671	0.05865068191
672	0.05863459152
673	0.05862047504
674	0.05858933999
675	0.05857858138
676	0.05852510413
677	0.05852102339
678	0.05851851405
679	0.05849928856
680	0.05848292583
681	0.05847006506
682	0.05845955627
683	0.05845567733
684	0.05842965253
685	0.05836736705
686	0.05835000033
687	0.05834609242
688	0.05833591231
689	0.05828490386
690	0.05811082394
691	0.05810447363
692	0.05804043159
693	0.0580267033
694	0.05801702339
695	0.05792891593
696	0.05787487489
697	0.05781489594
698	0.05777465479
699	0.05776036645
700	0.05774640918
701	0.05774079931
702	0.05764819309
703	0.05755563795
704	0.05740091189
705	0.05738086894
706	0.0573719973
707	0.05737105492
708	0.05722056601
709	0.05718941273
710	0.05711224328
711	0.05707506783
712	0.0569960773
713	0.05689666845
714	0.05688807133
715	0.05686352092
716	0.0567975993
717	0.05678130339
718	0.05677497751
719	0.05673639968
720	0.05672289922
721	0.05669726033
722	0.05659310755
723	0.05646278705
724	0.05645465402
725	0.05636631949
726	0.05632906273
727	0.05631098428
728	0.05630190708
729	0.0562722159
730	0.05624930102
731	0.05612820387
732	0.05608405453
733	0.05604621338
734	0.0559482729
735	0.05593615892
736	0.05584614355
737	0.05570447596
738	0.05567507147
739	0.0556199798
740	0.05559786346
741	0.05558287033
742	0.05552858939
743	0.05533655962
744	0.05529483665
745	0.05525129015
746	0.05523215738
747	0.05520906966
748	0.05515797593
749	0.0551110649
750	0.05507883302
751	0.05501412364
752	0.05496668277
753	0.05486423486
754	0.05482054956
755	0.05473568445
756	0.05472315277
757	0.05463434312
758	0.05457236953
759	0.05455628469
760	0.05452823272
761	0.05451985802
762	0.05450955411
763	0.05449604156
764	0.05449139292
765	0.05446054164
766	0.05440644344
767	0.05438028551
768	0.05436730119
769	0.054258073
770	0.05416624636
771	0.05413958034
772	0.05408636091
773	0.05401020169
774	0.05399613998
775	0.05398715715
776	0.05395650896
777	0.05394958481
778	0.05394465323
779	0.05393574283
780	0.05390466699
781	0.05388934275
782	0.05385587997
783	0.0538389946
784	0.05381542156
785	0.05380135088
786	0.05377437995
787	0.05375444291
788	0.05374334251
789	0.05366626686
790	0.05366535297
791	0.0536631346
792	0.05363546094
793	0.05362131719
794	0.05361704414
795	0.05361531293
796	0.05357144755
797	0.05355340947
798	0.05353368736
799	0.05345464032
800	0.05345138141
801	0.05337254988
802	0.05336443268
803	0.05330377503
804	0.05328455455
805	0.05322523928
806	0.05318480639
807	0.05317983741
808	0.05315727861
809	0.05314337889
810	0.05312698735
811	0.05307190063
812	0.05305049543
813	0.05303477962
814	0.05287769116
815	0.05278879547
816	0.05267216607
817	0.05265774993
818	0.05264363958
819	0.0526365063
820	0.05261725061
821	0.05260753785
822	0.05259858042
823	0.05256409108
824	0.05254486746
825	0.05248987197
826	0.05247994863
827	0.05247282386
828	0.05245594945
829	0.05245165821
830	0.05244643608
831	0.05242809911
832	0.05240764168
833	0.05240578392
834	0.05240028642
835	0.0523917321
836	0.0523812955
837	0.05237968545
838	0.05235469523
839	0.05234553264
840	0.05232919429
841	0.052321426
842	0.05231999269
843	0.05231554357
844	0.05230187992
845	0.05229703825
846	0.05226498637
847	0.05225545104
848	0.05225270333
849	0.05224727931
850	0.0522331196
851	0.05222993959
852	0.05222526015
853	0.05222312976
854	0.05220558729
855	0.0521974816
856	0.05219267191
857	0.05218066478
858	0.05211945097
859	0.05207600438
860	0.05197104551
861	0.05196472475
862	0.05193976255
863	0.05184188634
864	0.0517717144
865	0.05167008001
866	0.05154627283
867	0.05148907057
868	0.05143169227
869	0.05142023509
870	0.05134202465
871	0.05132062241
872	0.05124888476
873	0.05123338618
874	0.05120435928
875	0.05117539689
876	0.05115585351
877	0.05114081041
878	0.05113328305
879	0.05113154168
880	0.05110815486
881	0.05110173393
882	0.05108711896
883	0.05107641968
884	0.05103363312
885	0.05099958672
886	0.05098262118
887	0.05096302414
888	0.05092020205
889	0.05089678334
890	0.05088220335
891	0.05088022346
892	0.05084921475
893	0.05083214152
894	0.05082113985
895	0.05078757797
896	0.05077860258
897	0.05077205785
898	0.05075031287
899	0.05070907169
900	0.05066903775
901	0.05064384077
902	0.05063379403
903	0.05053858547
904	0.05045297994
905	0.0504355445
906	0.05042181706
907	0.05035348061
908	0.05018416978
909	0.05016973235
910	0.05012314609
911	0.05011451234
912	0.05009211067
913	0.05006338423
914	0.04998785627
915	0.04996534399
916	0.04982771165
917	0.04981920137
918	0.04980285547
919	0.04977535741
920	0.04976202922
921	0.04973488061
922	0.04961442341
923	0.04957290849
924	0.04956942427
925	0.04951087972
926	0.04943778278
927	0.04930324336
928	0.04927483069
929	0.04924663518
930	0.04921288408
931	0.04920037167
932	0.04918921492
933	0.04899320197
934	0.04898471681
935	0.04892643219
936	0.04889206119
937	0.04887474588
938	0.04881261983
939	0.04868920184
940	0.04867852368
941	0.04867442942
942	0.04864006504
943	0.04860346786
944	0.04859545731
945	0.04854990664
946	0.04849585923
947	0.048489251
948	0.04848217455
949	0.04846460235
950	0.04845999669
951	0.04845379751
952	0.04839260331
953	0.04837840181
954	0.04837338921
955	0.04836024637
956	0.0483233625
957	0.04827938925
958	0.04826650189
959	0.0482473884
960	0.04822882723
961	0.04822522779
962	0.04816526644
963	0.04803418218
964	0.04802857646
965	0.04799214074
966	0.04798681849
967	0.04798183355
968	0.04795657836
969	0.04794017644
970	0.04780798427
971	0.04777953542
972	0.04764041389
973	0.04759648403
974	0.04759184089
975	0.04758561599
976	0.04758054925
977	0.04757125081
978	0.04756343648
979	0.04754182322
980	0.0474656077
981	0.04742822081
982	0.04742787721
983	0.0473947683
984	0.04738984463
985	0.04734564469
986	0.04725474692
987	0.04723751194
988	0.04715492009
989	0.04715253942
990	0.04713477143
991	0.04712099439
992	0.04711127889
993	0.04708932505
994	0.04707613096
995	0.04702274352
996	0.04700273905
997	0.04698893754
998	0.04696516571
999	0.0469581876
1000	0.04694701513
1001	0.04694043838
1002	0.04692603035
1003	0.046909282
1004	0.04688375357
1005	0.04687762889
1006	0.04686610335
1007	0.04685455912
1008	0.04685170722
1009	0.04684679359
1010	0.04683541335
1011	0.04683239609
1012	0.04682343136
1013	0.04681790378
1014	0.04680307551
1015	0.04679573504
1016	0.04675456236
1017	0.04675332654
1018	0.0467503198
1019	0.04674829843
1020	0.04674391695
1021	0.04669999366
1022	0.04669623629
1023	0.04665910027
1024	0.04665673991
1025	0.04664167573
1026	0.04662758644
1027	0.04661987503
1028	0.04661115079
1029	0.04658845527
1030	0.04655626517
1031	0.04655173776
1032	0.04654403863
1033	0.04652293595
1034	0.04643337582
1035	0.04641906833
1036	0.04640077008
1037	0.04631202303
1038	0.04630611618
1039	0.04613226322
1040	0.04601407799
1041	0.04595598454
1042	0.04595129281
1043	0.04592014205
1044	0.04591593595
1045	0.04590480021
1046	0.04588527669
1047	0.04584632806
1048	0.04583418303
1049	0.04577446812
1050	0.04573668123
1051	0.04566996434
1052	0.04566535614
1053	0.0456137043
1054	0.04558648516
1055	0.04551274286
1056	0.04539971176
1057	0.04519276002
1058	0.04517226952
1059	0.04510462971
1060	0.04506770385
1061	0.04502842737
1062	0.04502123659
1063	0.04497586469
1064	0.04495523505
1065	0.04494476742
1066	0.04489499307
1067	0.04489050454
1068	0.04484336363
1069	0.04465087247
1070	0.04461549439
1071	0.04453460929
1072	0.04452876833
1073	0.04452458717
1074	0.04442805934
1075	0.04442622271
1076	0.04440733101
1077	0.04439570263
1078	0.04438364032
1079	0.04437881282
1080	0.04437576039
1081	0.04436884974
1082	0.04435186121
1083	0.04434557649
1084	0.04433925382
1085	0.0443279863
1086	0.04427854023
1087	0.04426960958
1088	0.04423913629
1089	0.04418209737
1090	0.04417017286
1091	0.04415062858
1092	0.0441441435
1093	0.04413878426
1094	0.04407162112
1095	0.0440687379
1096	0.04405886587
1097	0.04403174805
1098	0.04400818972
1099	0.043975549
1100	0.04395482237
1101	0.04392271927
1102	0.04387275424
1103	0.04380513297
1104	0.04380096821
1105	0.04377843514
1106	0.04376962161
1107	0.0437362618
1108	0.0437297644
1109	0.0436846973
1110	0.04367459704
1111	0.04367215615
1112	0.04366471567
1113	0.04356136133
1114	0.04353015242
1115	0.04348233736
1116	0.04347795184
1117	0.0434752597
1118	0.04344204988
1119	0.04342117445
1120	0.04341193001
1121	0.04340862125
1122	0.04339144835
1123	0.04329966653
1124	0.04329289432
1125	0.0432794348
1126	0.04327068844
1127	0.04325284507
1128	0.0432488701
1129	0.04323910677
1130	0.04323738478
1131	0.04321490903
1132	0.0432011216
1133	0.04318076751
1134	0.04317054801
1135	0.04316619887
1136	0.04315314253
1137	0.0430728825
1138	0.04306066511
1139	0.04302764094
1140	0.04301487426
1141	0.04301247484
1142	0.04300896458
1143	0.04299696089
1144	0.04299600631
1145	0.04297268005
1146	0.04296617374
1147	0.04295464543
1148	0.04295340157
1149	0.04294863171
1150	0.04292767572
1151	0.04287311671
1152	0.04287183831
1153	0.04286849844
1154	0.04285426155
1155	0.0428363434
1156	0.04283380997
1157	0.04279339962
1158	0.04278967162
1159	0.04278187354
1160	0.04277745064
1161	0.04269583479
1162	0.04268921556
1163	0.04266800974
1164	0.0426662381
1165	0.04266432792
1166	0.04266104872
1167	0.04265519629
1168	0.04265386852
1169	0.04265264211
1170	0.04263981766
1171	0.04259919231
1172	0.04253504599
1173	0.04245244654
1174	0.04237265594
1175	0.04236727804
1176	0.04235241843
1177	0.04234874177
1178	0.042344312
1179	0.04232031653
1180	0.04228911455
1181	0.04228378027
1182	0.04225347863
1183	0.04224607723
1184	0.04223196512
1185	0.04223057501
1186	0.04214012845
1187	0.04211072144
1188	0.04207861888
1189	0.04207213562
1190	0.04206205681
1191	0.04202535296
1192	0.04197580653
1193	0.04194080434
1194	0.04193732043
1195	0.04191513931
1196	0.0419072972
1197	0.04189423243
1198	0.04180364413
1199	0.04179219146
1200	0.04179177381
1201	0.04177831899
1202	0.04176624704
1203	0.04176420088
1204	0.0417250206
1205	0.04169322606
1206	0.04169061001
1207	0.04168752003
1208	0.04167713244
1209	0.04167536177
1210	0.04162791296
1211	0.04162770386
1212	0.04157945789
1213	0.04155964775
1214	0.04155747853
1215	0.04154459262
1216	0.04153550054
1217	0.04153226332
1218	0.04152436886
1219	0.04151957531
1220	0.0415174931
1221	0.04149233786
1222	0.04139668801
1223	0.04139219045
1224	0.04133904316
1225	0.04132429988
1226	0.04119154932
1227	0.04118662429
1228	0.04118347066
1229	0.04110497042
1230	0.04110376482
1231	0.04106322392
1232	0.04105127048
1233	0.04104063081
1234	0.04103235589
1235	0.04101941758
1236	0.04101502271
1237	0.04100960474
1238	0.04099513128
1239	0.0409812578
1240	0.04096645351
1241	0.04092713406
1242	0.04092482622
1243	0.04091826397
1244	0.04090105818
1245	0.04088711008
1246	0.04087419519
1247	0.0408690167
1248	0.04085550274
1249	0.04084308365
1250	0.04080301261
1251	0.04077099638
1252	0.04076784808
1253	0.04074481583
1254	0.04073369976
1255	0.04071586975
1256	0.04066379128
1257	0.04063004029
1258	0.04062886427
1259	0.0406230003
1260	0.04061761736
1261	0.04060672813
1262	0.04056267923
1263	0.04050990734
1264	0.04050755641
1265	0.04050021185
1266	0.04047755241
1267	0.04047662233
1268	0.04047383257
1269	0.04047022135
1270	0.04046925852
1271	0.04046708886
1272	0.04046460397
1273	0.04046297491
1274	0.04044803425
1275	0.04044682034
1276	0.04042031209
1277	0.04040352911
1278	0.04036042241
1279	0.0403530035
1280	0.04032795126
1281	0.04032525129
1282	0.04032022024
1283	0.04028967066
1284	0.04028757064
1285	0.04028362809
1286	0.04027881175
1287	0.04027778189
1288	0.0402719873
1289	0.04026051515
1290	0.04025896808
1291	0.04023273963
1292	0.04021661801
1293	0.04019593386
1294	0.04015549895
1295	0.04014531207
1296	0.04014246874
1297	0.04013659474
1298	0.04013128372
1299	0.04012977228
1300	0.04011595466
1301	0.04011362522
1302	0.04006830777
1303	0.04005413827
1304	0.04002902994
1305	0.0399169883
1306	0.03991411213
1307	0.03990498659
1308	0.03989994428
1309	0.03989864446
1310	0.03989546045
1311	0.03984845485
1312	0.03984357279
1313	0.03984128905
1314	0.03983156146
1315	0.03982861901
1316	0.03977706073
1317	0.03977049169
1318	0.03976530877
1319	0.03976194032
1320	0.03975550046
1321	0.0397535756
1322	0.03975056418
1323	0.03974653827
1324	0.03974184366
1325	0.03973841802
1326	0.03973634529
1327	0.03973017468
1328	0.0397255987
1329	0.03972343018
1330	0.03972144996
1331	0.03966953263
1332	0.03965197142
1333	0.03964766141
1334	0.03964363447
1335	0.03962117951
1336	0.03959831085
1337	0.03957216573
1338	0.03956567568
1339	0.03956249228
1340	0.03955611167
1341	0.03955142893
1342	0.03953865073
1343	0.03947432456
1344	0.03944712382
1345	0.03934735261
1346	0.03934278821
1347	0.03933057961
1348	0.0393257134
1349	0.03930685863
1350	0.0393050975
1351	0.03928080948
1352	0.03927111788
1353	0.0392579248
1354	0.039250246
1355	0.03918827599
1356	0.03910792432
1357	0.0390717902
1358	0.03904972144
1359	0.0390480977
1360	0.03902909857
1361	0.03902094021
1362	0.03899624794
1363	0.03899389288
1364	0.03898679402
1365	0.03898471095
1366	0.03898027044
1367	0.03897689915
1368	0.03897262918
1369	0.03896709893
1370	0.03895920729
1371	0.03892804487
1372	0.03887137221
1373	0.03885057248
1374	0.03884878798
1375	0.03877453635
1376	0.03876321426
1377	0.03874846932
1378	0.038738667
1379	0.03873460377
1380	0.03873203844
1381	0.03873019548
1382	0.03871936989
1383	0.03862804398
1384	0.03859296414
1385	0.03859090812
1386	0.0385876213
1387	0.03857560892
1388	0.03857085433
1389	0.03854361855
1390	0.03853044908
1391	0.03851073034
1392	0.03849237571
1393	0.03844657554
1394	0.03842522162
1395	0.03842352154
1396	0.03841662788
1397	0.03840236856
1398	0.03838807115
1399	0.03838169215
1400	0.03836303725
1401	0.03835263125
1402	0.03833902597
1403	0.03829176385
1404	0.03828913876
1405	0.03825549095
1406	0.03825380467
1407	0.03825062016
1408	0.03821821891
1409	0.03820811822
1410	0.03820231854
1411	0.0381991102
1412	0.0381893791
1413	0.03818791477
1414	0.03817380742
1415	0.03817012839
1416	0.03814095352
1417	0.03812678839
1418	0.03810306473
1419	0.03809350186
1420	0.0380875363
1421	0.03808363866
1422	0.03807592997
1423	0.03806973973
1424	0.03805163897
1425	0.03802423588
1426	0.03801210747
1427	0.03799997535
1428	0.03798938857
1429	0.03798323806
1430	0.03798016308
1431	0.03797501279
1432	0.03794977446
1433	0.03792918708
1434	0.03791870619
1435	0.03791703077
1436	0.03790757154
1437	0.03784558379
1438	0.03778158351
1439	0.0377712161
1440	0.03776793377
1441	0.03773531886
1442	0.03770570572
1443	0.03770269254
1444	0.03768005706
1445	0.03767200901
1446	0.03764403924
1447	0.03759724376
1448	0.03759041207
1449	0.03755404073
1450	0.03753745765
1451	0.03752830624
1452	0.03752146864
1453	0.03751300893
1454	0.03750908375
1455	0.03750032414
1456	0.03746209903
1457	0.03743832462
1458	0.03742623272
1459	0.03740275696
1460	0.03735812893
1461	0.03734916903
1462	0.03734480723
1463	0.03733991553
1464	0.03733580191
1465	0.03732818245
1466	0.03727171896
1467	0.03722194361
1468	0.03720063681
1469	0.03719664778
1470	0.03719444446
1471	0.03719051972
1472	0.03715910624
1473	0.03713456486
1474	0.03711654101
1475	0.03710915809
1476	0.03710723008
1477	0.0371029909
1478	0.03706701079
1479	0.03706531017
1480	0.03703194547
1481	0.03702809362
1482	0.03702234215
1483	0.03700719837
1484	0.03697939988
1485	0.03697270498
1486	0.03691331657
1487	0.0368868448
1488	0.03688598309
1489	0.03684900693
1490	0.0368459594
1491	0.03683916197
1492	0.03683806578
1493	0.03683335442
1494	0.03683011512
1495	0.03682877809
1496	0.0368271703
1497	0.03682105146
1498	0.03681532309
1499	0.036812586
1500	0.03681118838
1501	0.03680560272
