iter	Passed	Remaining
1686	6148	30300
1687	6151	30291
1688	6155	30290
1689	6158	30284
1690	6161	30276
1691	6164	30269
1692	6168	30264
1693	6171	30259
1694	6174	30251
1695	6177	30245
1696	6180	30237
1697	6183	30234
1698	6186	30227
1699	6189	30219
1700	6192	30212
1701	6195	30208
1702	6199	30202
1703	6202	30195
1704	6205	30188
1705	6208	30184
1706	6211	30179
1707	6215	30173
1708	6218	30166
1709	6223	30173
1710	6229	30179
1711	6232	30174
1712	6238	30180
1713	6241	30174
1714	6245	30170
1715	6249	30169
1716	6252	30160
1717	6254	30153
1718	6258	30148
1719	6261	30140
1720	6264	30135
1721	6267	30127
1722	6269	30119
1723	6272	30113
1724	6276	30107
1725	6279	30100
1726	6281	30093
1727	6284	30085
1728	6288	30080
1729	6306	30145
1730	6309	30138
1731	6311	30130
1732	6314	30122
1733	6319	30124
1734	6322	30116
1735	6325	30110
1736	6328	30105
1737	6333	30107
1738	6337	30104
1739	6340	30097
1740	6344	30095
1741	6347	30090
1742	6350	30084
1743	6354	30080
1744	6357	30074
1745	6360	30068
1746	6363	30060
1747	6366	30054
1748	6369	30046
1749	6372	30043
1750	6376	30037
1751	6379	30030
1752	6381	30023
1753	6389	30037
1754	6392	30031
1755	6396	30028
1756	6399	30025
1757	6402	30018
1758	6406	30012
1759	6408	30004
1760	6412	29999
1761	6414	29991
1762	6417	29984
1763	6420	29977
1764	6424	29974
1765	6428	29973
1766	6432	29971
1767	6435	29965
1768	6440	29965
1769	6442	29957
1770	6445	29949
1771	6448	29943
1772	6451	29935
1773	6470	30001
1774	6472	29994
1775	6475	29987
1776	6478	29979
1777	6482	29976
1778	6486	29973
1779	6489	29966
1780	6492	29961
1781	6495	29956
1782	6498	29949
1783	6501	29942
1784	6504	29936
1785	6509	29935
1786	6512	29929
1787	6514	29921
1788	6517	29915
1789	6521	29912
1790	6524	29904
1791	6527	29896
1792	6529	29888
1793	6533	29883
1794	6537	29881
1795	6540	29876
1796	6544	29876
1797	6551	29887
1798	6554	29880
1799	6557	29874
1800	6562	29875
1801	6565	29869
1802	6568	29862
1803	6571	29855
1804	6575	29852
1805	6578	29848
1806	6581	29841
1807	6584	29833
1808	6588	29830
1809	6591	29823
1810	6593	29816
1811	6596	29809
1812	6600	29804
1813	6603	29801
1814	6606	29795
1815	6609	29787
1816	6613	29784
1817	6616	29777
1818	6619	29769
1819	6622	29764
1820	6625	29756
1821	6628	29752
1822	6632	29747
1823	6635	29744
1824	6639	29742
1825	6643	29739
1826	6646	29733
1827	6649	29726
1828	6652	29720
1829	6655	29714
1830	6658	29708
1831	6661	29701
1832	6665	29700
1833	6668	29692
1834	6671	29686
1835	6674	29679
1836	6678	29674
1837	6680	29668
1838	6683	29660
1839	6686	29653
1840	6689	29647
1841	6693	29645
1842	6696	29637
1843	6699	29632
1844	6702	29624
1845	6705	29618
1846	6709	29617
1847	6713	29615
1848	6716	29609
1849	6722	29614
1850	6726	29612
1851	6732	29621
1852	6740	29635
1853	6743	29630
1854	6747	29629
1855	6751	29624
1856	6754	29617
1857	6757	29610
1858	6760	29606
1859	6763	29600
1860	6766	29592
1861	6769	29587
1862	6773	29583
1863	6776	29576
1864	6779	29571
1865	6782	29564
1866	6785	29558
1867	6788	29552
1868	6791	29546
1869	6795	29542
1870	6797	29535
1871	6801	29530
1872	6804	29523
1873	6807	29517
1874	6810	29510
1875	6813	29504
1876	6816	29498
1877	6819	29491
1878	6821	29484
1879	6824	29478
1880	6828	29473
1881	6831	29469
1882	6835	29464
1883	6838	29460
1884	6841	29453
1885	6844	29446
1886	6847	29439
1887	6850	29432
1888	6853	29427
1889	6856	29419
1890	6858	29412
1891	6861	29405
1892	6865	29401
1893	6868	29395
1894	6872	29393
1895	6875	29388
1896	6880	29390
1897	6883	29384
1898	6886	29379
1899	6889	29372
1900	6893	29370
1901	6896	29363
1902	6899	29357
1903	6902	29350
1904	6909	29359
1905	6913	29356
1906	6916	29350
1907	6919	29344
1908	6922	29338
1909	6925	29333
1910	6928	29326
1911	6930	29318
1912	6933	29312
1913	6937	29307
1914	6941	29304
1915	6944	29300
1916	6948	29298
1917	6951	29293
1918	6954	29286
1919	6957	29279
1920	6960	29275
1921	6963	29267
1922	6967	29264
1923	6970	29257
1924	6975	29260
1925	6979	29257
1926	6983	29257
1927	6989	29262
1928	6992	29257
1929	6995	29252
1930	6999	29246
1931	7002	29240
1932	7005	29234
1933	7007	29227
1934	7012	29227
1935	7015	29220
1936	7018	29213
1937	7020	29206
1938	7023	29200
1939	7028	29198
1940	7030	29192
1941	7033	29186
1942	7041	29198
1943	7046	29199
1944	7049	29194
1945	7052	29189
1946	7055	29184
1947	7058	29176
1948	7061	29169
1949	7064	29163
1950	7069	29166
1951	7072	29161
1952	7075	29154
1953	7078	29147
1954	7082	29144
1955	7085	29137
1956	7087	29130
1957	7090	29123
1958	7093	29118
1959	7097	29115
1960	7100	29108
1961	7103	29101
1962	7106	29095
1963	7110	29092
1964	7113	29086
1965	7116	29080
1966	7118	29072
1967	7123	29072
1968	7126	29067
1969	7129	29059
1970	7133	29060
1971	7136	29054
1972	7140	29050
1973	7143	29044
1974	7146	29037
1975	7150	29035
1976	7153	29028
1977	7155	29021
1978	7159	29016
1979	7161	29009
1980	7164	29003
1981	7169	29003
1982	7172	28998
1983	7176	28996
1984	7179	28990
1985	7183	28986
1986	7188	28987
1987	7192	28985
1988	7195	28980
1989	7201	28985
1990	7203	28978
1991	7206	28971
1992	7209	28965
1993	7212	28960
1994	7215	28954
1995	7219	28950
1996	7222	28945
1997	7229	28953
1998	7232	28947
1999	7235	28943
2000	7245	28963
2001	7249	28960
2002	7254	28962
2003	7256	28955
2004	7259	28948
2005	7262	28942
2006	7265	28935
2007	7271	28939
2008	7273	28932
2009	7276	28925
2010	7279	28920
2011	7283	28917
2012	7286	28911
2013	7289	28905
2014	7292	28897
2015	7296	28897
2016	7300	28895
2017	7303	28889
2018	7307	28885
2019	7312	28887
2020	7316	28884
2021	7319	28878
2022	7323	28875
2023	7326	28870
2024	7329	28865
2025	7332	28860
2026	7336	28857
2027	7343	28866
2028	7347	28866
2029	7355	28879
2030	7361	28882
2031	7367	28891
2032	7371	28889
2033	7375	28887
2034	7381	28889
2035	7385	28889
2036	7389	28886
2037	7396	28896
2038	7403	28907
2039	7410	28914
2040	7415	28916
2041	7421	28923
2042	7425	28919
2043	7428	28915
2044	7433	28916
2045	7436	28911
2046	7441	28910
2047	7444	28904
2048	7449	28907
2049	7452	28900
2050	7455	28893
2051	7458	28887
2052	7461	28884
2053	7464	28877
2054	7467	28870
2055	7470	28863
2056	7473	28856
2057	7476	28851
2058	7479	28844
2059	7481	28838
2060	7484	28831
2061	7489	28830
2062	7492	28824
2063	7494	28817
2064	7497	28811
2065	7501	28809
2066	7504	28803
2067	7508	28798
2068	7511	28792
2069	7514	28789
2070	7518	28784
2071	7521	28778
2072	7525	28776
2073	7530	28777
2074	7534	28775
2075	7538	28775
2076	7542	28773
2077	7546	28771
2078	7550	28765
2079	7552	28759
2080	7557	28759
2081	7560	28754
2082	7563	28747
2083	7566	28741
2084	7570	28738
2085	7573	28731
2086	7577	28729
2087	7579	28722
2088	7583	28719
2089	7586	28713
2090	7589	28706
2091	7592	28701
2092	7596	28697
2093	7599	28691
2094	7602	28684
2095	7605	28679
2096	7608	28673
2097	7612	28671
2098	7615	28664
2099	7617	28657
2100	7621	28654
2101	7624	28649
2102	7627	28642
2103	7630	28637
2104	7633	28631
2105	7639	28636
2106	7643	28633
2107	7648	28633
2108	7651	28629
2109	7655	28625
2110	7658	28618
2111	7661	28614
2112	7664	28608
2113	7667	28601
2114	7670	28594
2115	7673	28589
2116	7678	28592
2117	7682	28589
2118	7685	28585
2119	7690	28585
2120	7693	28580
2121	7697	28576
2122	7701	28576
2123	7705	28572
2124	7708	28566
2125	7711	28559
2126	7715	28559
2127	7719	28556
2128	7723	28552
2129	7726	28547
2130	7730	28546
2131	7734	28543
2132	7737	28538
2133	7742	28538
2134	7746	28535
2135	7750	28533
2136	7754	28531
2137	7759	28532
2138	7762	28526
2139	7765	28521
2140	7769	28517
2141	7773	28519
2142	7778	28518
2143	7782	28517
2144	7788	28522
2145	7793	28523
2146	7798	28523
2147	7801	28517
2148	7803	28510
2149	7806	28503
2150	7810	28499
2151	7813	28493
2152	7815	28486
2153	7819	28481
2154	7823	28478
2155	7826	28474
2156	7829	28469
2157	7832	28462
2158	7835	28456
2159	7838	28452
2160	7842	28447
2161	7846	28444
2162	7851	28448
2163	7855	28444
2164	7858	28439
2165	7861	28433
2166	7866	28433
2167	7868	28426
2168	7871	28421
2169	7874	28414
2170	7878	28412
2171	7881	28405
2172	7884	28399
2173	7887	28393
2174	7891	28389
2175	7894	28384
2176	7897	28379
2177	7900	28372
2178	7903	28368
2179	7906	28362
2180	7909	28356
2181	7912	28349
2182	7916	28346
2183	7919	28340
2184	7921	28334
2185	7924	28327
2186	7928	28322
2187	7930	28316
2188	7933	28309
2189	7936	28303
2190	7939	28297
2191	7942	28292
2192	7945	28286
2193	7948	28279
2194	7952	28276
2195	7956	28275
2196	7959	28270
2197	7962	28264
2198	7965	28259
2199	7970	28257
2200	7972	28250
2201	7975	28245
2202	7978	28238
2203	7982	28234
2204	7985	28228
2205	7988	28222
2206	7990	28216
2207	7995	28215
2208	7998	28208
2209	8001	28203
2210	8004	28197
2211	8007	28192
2212	8011	28189
2213	8014	28183
2214	8017	28180
2215	8022	28180
2216	8026	28176
2217	8029	28171
2218	8032	28165
2219	8036	28165
2220	8039	28159
2221	8043	28156
2222	8048	28156
2223	8053	28158
2224	8057	28155
2225	8061	28152
2226	8064	28146
2227	8067	28141
2228	8070	28135
2229	8073	28129
2230	8076	28125
2231	8080	28120
2232	8082	28114
2233	8086	28111
2234	8089	28106
2235	8092	28100
2236	8095	28094
2237	8098	28088
2238	8102	28084
2239	8105	28078
2240	8108	28073
2241	8111	28067
2242	8115	28066
2243	8118	28060
2244	8122	28056
2245	8125	28051
2246	8128	28047
2247	8131	28041
2248	8134	28034
2249	8137	28030
2250	8141	28025
2251	8144	28020
2252	8148	28017
2253	8151	28013
2254	8158	28022
2255	8162	28018
2256	8167	28020
2257	8171	28018
2258	8176	28017
2259	8180	28014
2260	8184	28013
2261	8187	28008
2262	8190	28003
2263	8194	28001
2264	8197	27995
2265	8200	27989
2266	8203	27982
2267	8206	27978
2268	8210	27973
2269	8213	27967
2270	8215	27961
2271	8218	27955
2272	8221	27950
2273	8225	27946
2274	8228	27940
2275	8231	27933
2276	8235	27934
2277	8239	27929
2278	8242	27926
2279	8246	27922
2280	8249	27916
2281	8253	27914
2282	8256	27908
2283	8259	27903
2284	8262	27897
2285	8265	27891
2286	8268	27885
2287	8271	27879
2288	8275	27877
2289	8278	27871
2290	8281	27866
2291	8284	27860
2292	8288	27859
2293	8291	27852
2294	8294	27847
2295	8297	27842
2296	8301	27837
2297	8304	27832
2298	8307	27826
2299	8310	27821
2300	8314	27819
2301	8317	27812
2302	8319	27806
2303	8322	27800
2304	8325	27795
2305	8328	27789
2306	8331	27783
2307	8334	27776
2308	8338	27774
2309	8342	27771
2310	8345	27766
2311	8348	27761
2312	8355	27769
2313	8358	27763
2314	8362	27759
2315	8365	27755
2316	8369	27752
2317	8372	27745
2318	8375	27740
2319	8378	27736
2320	8381	27730
2321	8384	27724
2322	8387	27718
2323	8390	27713
2324	8393	27706
2325	8396	27700
2326	8398	27694
2327	8401	27688
2328	8405	27686
2329	8408	27680
2330	8412	27675
2331	8415	27670
2332	8418	27664
2333	8420	27658
2334	8424	27653
2335	8426	27647
2336	8430	27641
2337	8433	27638
2338	8436	27631
2339	8439	27625
2340	8441	27619
2341	8445	27615
2342	8448	27611
2343	8452	27606
2344	8456	27604
2345	8460	27604
2346	8463	27598
2347	8466	27592
2348	8470	27591
2349	8473	27585
2350	8476	27579
2351	8479	27572
2352	8482	27566
2353	8486	27564
2354	8489	27559
2355	8492	27555
2356	8496	27549
2357	8502	27556
2358	8506	27552
2359	8509	27547
2360	8514	27549
2361	8518	27546
2362	8521	27540
2363	8524	27534
2364	8527	27531
2365	8530	27524
2366	8533	27518
2367	8536	27513
2368	8539	27507
2369	8542	27502
2370	8546	27499
2371	8550	27495
2372	8554	27495
2373	8561	27500
2374	8564	27496
2375	8567	27490
2376	8570	27484
2377	8573	27478
2378	8576	27473
2379	8580	27471
2380	8583	27465
2381	8586	27462
2382	8589	27456
2383	8593	27451
2384	8595	27445
2385	8598	27439
2386	8601	27433
2387	8604	27427
2388	8607	27422
2389	8610	27416
2390	8613	27410
2391	8616	27406
2392	8619	27400
2393	8622	27394
2394	8625	27388
2395	8628	27383
2396	8632	27380
2397	8635	27374
2398	8637	27368
2399	8640	27363
2400	8644	27359
2401	8648	27357
2402	8652	27353
2403	8655	27347
2404	8660	27349
2405	8665	27349
2406	8669	27349
2407	8673	27346
2408	8677	27344
2409	8680	27339
2410	8684	27335
2411	8687	27331
2412	8690	27324
2413	8693	27320
2414	8696	27314
2415	8703	27320
2416	8706	27316
2417	8710	27312
2418	8713	27308
2419	8717	27304
2420	8720	27298
2421	8723	27295
2422	8726	27289
2423	8730	27285
2424	8732	27278
2425	8736	27274
2426	8739	27270
2427	8743	27268
2428	8747	27264
2429	8752	27266
2430	8756	27264
2431	8760	27262
2432	8765	27262
2433	8768	27257
2434	8772	27253
2435	8775	27248
2436	8780	27249
2437	8783	27245
2438	8788	27243
2439	8791	27239
2440	8795	27238
2441	8799	27233
2442	8802	27229
2443	8806	27226
2444	8809	27221
2445	8813	27217
2446	8816	27214
2447	8820	27211
2448	8824	27208
2449	8828	27206
2450	8834	27209
2451	8838	27207
2452	8842	27204
2453	8846	27202
2454	8850	27199
2455	8854	27197
2456	8858	27195
2457	8863	27195
2458	8866	27190
2459	8871	27191
2460	8874	27185
2461	8877	27179
2462	8880	27174
2463	8883	27169
2464	8886	27163
2465	8889	27157
2466	8891	27151
2467	8895	27146
2468	8898	27142
2469	8901	27136
2470	8904	27130
2471	8907	27125
2472	8911	27123
2473	8915	27121
2474	8919	27117
2475	8923	27114
2476	8926	27110
2477	8929	27106
2478	8933	27102
2479	8937	27100
2480	8940	27095
2481	8943	27090
2482	8947	27086
2483	8952	27088
2484	8955	27083
2485	8958	27078
2486	8961	27072
2487	8966	27072
2488	8969	27068
2489	8972	27062
2490	8976	27058
2491	8978	27052
2492	8982	27049
2493	8986	27045
2494	8991	27047
2495	8995	27042
2496	8997	27037
2497	9001	27034
2498	9007	27037
2499	9010	27032
2500	9014	27028
2501	9018	27028
2502	9021	27021
2503	9024	27015
2504	9028	27013
2505	9031	27007
2506	9034	27001
2507	9036	26995
2508	9040	26990
2509	9044	26990
2510	9047	26984
2511	9050	26978
2512	9053	26974
2513	9061	26981
2514	9066	26982
2515	9071	26983
2516	9074	26979
2517	9078	26975
2518	9081	26970
2519	9086	26971
2520	9089	26967
2521	9092	26961
2522	9095	26956
2523	9099	26951
2524	9102	26947
2525	9105	26942
2526	9108	26936
2527	9113	26936
2528	9118	26936
2529	9121	26932
2530	9126	26933
2531	9131	26932
2532	9135	26929
2533	9139	26926
2534	9142	26921
2535	9146	26919
2536	9149	26915
2537	9154	26916
2538	9159	26915
2539	9165	26919
2540	9168	26913
2541	9171	26907
2542	9174	26904
2543	9179	26902
2544	9181	26896
2545	9184	26890
2546	9187	26885
2547	9193	26886
2548	9195	26880
2549	9198	26874
2550	9201	26869
2551	9205	26865
2552	9207	26859
2553	9210	26853
2554	9213	26847
2555	9216	26841
2556	9220	26839
2557	9223	26833
2558	9225	26827
2559	9228	26821
2560	9231	26816
2561	9235	26811
2562	9238	26807
2563	9241	26802
2564	9244	26796
2565	9248	26795
2566	9252	26790
2567	9255	26786
2568	9258	26780
2569	9264	26782
2570	9266	26776
2571	9269	26770
2572	9272	26765
2573	9276	26763
2574	9280	26759
2575	9283	26753
2576	9286	26749
2577	9289	26744
2578	9292	26739
2579	9295	26732
2580	9298	26727
2581	9301	26723
2582	9304	26717
2583	9307	26711
2584	9310	26707
2585	9316	26711
2586	9320	26708
2587	9324	26704
2588	9328	26703
2589	9331	26698
2590	9335	26693
2591	9337	26687
2592	9342	26688
2593	9345	26682
2594	9348	26677
2595	9351	26672
2596	9356	26671
2597	9359	26667
2598	9363	26663
2599	9367	26661
2600	9372	26660
2601	9375	26655
2602	9378	26651
2603	9382	26647
2604	9385	26642
2605	9387	26636
2606	9390	26630
2607	9394	26628
2608	9398	26623
2609	9401	26619
2610	9404	26615
2611	9408	26611
2612	9411	26605
2613	9414	26599
2614	9416	26593
2615	9419	26587
2616	9423	26585
2617	9426	26578
2618	9429	26573
2619	9431	26567
2620	9434	26562
2621	9440	26563
2622	9443	26558
2623	9446	26553
2624	9449	26549
2625	9452	26544
2626	9455	26538
2627	9458	26533
2628	9465	26537
2629	9468	26534
2630	9475	26539
2631	9478	26533
2632	9481	26529
2633	9484	26524
2634	9492	26533
2635	9498	26534
2636	9504	26537
2637	9511	26545
2638	9516	26543
2639	9520	26541
2640	9524	26538
2641	9527	26534
2642	9531	26531
2643	9534	26526
2644	9537	26520
2645	9540	26515
2646	9545	26517
2647	9549	26513
2648	9552	26509
2649	9555	26503
2650	9559	26500
2651	9562	26496
2652	9565	26491
2653	9569	26487
2654	9572	26482
2655	9575	26476
2656	9578	26471
2657	9581	26466
2658	9585	26462
2659	9588	26457
2660	9590	26451
2661	9593	26446
2662	9598	26444
2663	9601	26438
2664	9603	26433
2665	9606	26427
2666	9626	26468
2667	9629	26463
2668	9632	26457
2669	9635	26452
2670	9642	26457
2671	9645	26452
2672	9649	26449
2673	9652	26446
2674	9655	26440
2675	9658	26434
2676	9661	26428
2677	9665	26427
2678	9668	26421
2679	9672	26419
2680	9676	26416
2681	9681	26416
2682	9685	26414
2683	9688	26408
2684	9691	26402
2685	9694	26396
2686	9696	26391
2687	9699	26385
2688	9702	26380
2689	9705	26375
2690	9708	26369
2691	9711	26363
2692	9714	26358
2693	9717	26353
2694	9722	26352
2695	9725	26347
2696	9728	26341
2697	9731	26337
2698	9734	26332
2699	9737	26326
2700	9740	26321
2701	9742	26315
2702	9746	26311
2703	9749	26305
2704	9752	26299
2705	9754	26294
2706	9757	26288
2707	9761	26286
2708	9764	26280
2709	9767	26274
2710	9771	26273
2711	9775	26269
2712	9778	26265
2713	9781	26259
2714	9784	26254
2715	9788	26251
2716	9790	26245
2717	9793	26239
2718	9796	26234
2719	9801	26232
2720	9804	26228
2721	9807	26223
2722	9811	26219
2723	9814	26216
2724	9817	26210
2725	9821	26206
2726	9824	26201
2727	9826	26195
2728	9830	26191
2729	9833	26186
2730	9836	26180
2731	9840	26178
2732	9843	26174
2733	9846	26169
2734	9849	26163
2735	9852	26158
2736	9855	26153
2737	9859	26149
2738	9861	26143
2739	9865	26141
2740	9869	26137
2741	9872	26132
2742	9876	26128
2743	9880	26126
2744	9883	26121
2745	9885	26115
2746	9889	26110
2747	9893	26109
2748	9896	26103
2749	9899	26098
2750	9902	26093
2751	9906	26091
2752	9910	26087
2753	9913	26082
2754	9916	26079
2755	9920	26075
2756	9923	26070
2757	9926	26064
2758	9929	26058
2759	9932	26055
2760	9936	26052
2761	9939	26046
2762	9942	26040
2763	9947	26040
2764	9949	26035
2765	9952	26030
2766	9955	26024
2767	9959	26021
2768	9963	26018
2769	9968	26018
2770	9972	26016
2771	9976	26014
2772	9980	26010
2773	9983	26005
2774	9986	26000
2775	9990	25997
2776	9992	25991
2777	9995	25986
2778	10000	25984
2779	10003	25979
2780	10006	25974
2781	10008	25968
2782	10012	25963
2783	10014	25958
2784	10017	25952
2785	10020	25947
2786	10023	25942
2787	10027	25938
2788	10030	25932
2789	10033	25929
2790	10036	25923
2791	10039	25918
2792	10042	25912
2793	10045	25907
2794	10048	25903
2795	10051	25898
2796	10055	25895
2797	10058	25891
2798	10063	25889
2799	10066	25884
2800	10069	25879
2801	10076	25886
2802	10082	25888
2803	10086	25885
2804	10090	25881
2805	10093	25877
2806	10096	25872
2807	10100	25869
2808	10103	25864
2809	10106	25860
2810	10110	25855
2811	10114	25854
2812	10118	25850
2813	10121	25847
2814	10127	25850
2815	10133	25850
2816	10137	25848
2817	10143	25850
2818	10146	25847
2819	10149	25842
2820	10153	25839
2821	10157	25837
2822	10160	25831
2823	10163	25827
2824	10168	25825
2825	10171	25821
2826	10174	25816
2827	10178	25813
2828	10181	25808
2829	10184	25803
2830	10187	25798
2831	10190	25793
2832	10194	25789
2833	10197	25784
2834	10201	25781
2835	10204	25777
2836	10207	25773
2837	10211	25769
2838	10214	25764
2839	10218	25762
2840	10222	25758
2841	10225	25753
2842	10228	25748
2843	10231	25743
2844	10236	25743
2845	10238	25737
2846	10241	25731
2847	10244	25726
2848	10248	25724
2849	10252	25719
2850	10255	25715
2851	10258	25710
2852	10262	25708
2853	10266	25705
2854	10270	25702
2855	10273	25697
2856	10278	25697
2857	10281	25691
2858	10283	25686
2859	10288	25685
2860	10291	25681
2861	10294	25676
2862	10298	25671
2863	10301	25667
2864	10304	25662
2865	10307	25656
2866	10310	25651
2867	10312	25645
2868	10318	25647
2869	10322	25643
2870	10325	25639
2871	10328	25634
2872	10331	25629
2873	10334	25624
2874	10337	25619
2875	10340	25613
2876	10343	25610
2877	10347	25606
2878	10350	25601
2879	10353	25595
2880	10357	25592
2881	10359	25586
2882	10362	25582
2883	10365	25577
2884	10369	25573
2885	10372	25569
2886	10377	25568
2887	10382	25567
2888	10386	25566
2889	10390	25561
2890	10393	25557
2891	10397	25555
2892	10401	25551
2893	10404	25546
2894	10407	25541
2895	10410	25537
2896	10413	25532
2897	10416	25526
2898	10419	25521
2899	10422	25517
2900	10427	25517
2901	10430	25512
2902	10435	25511
2903	10440	25511
2904	10443	25507
2905	10446	25502
2906	10451	25501
2907	10454	25496
2908	10457	25491
2909	10461	25488
2910	10467	25491
2911	10470	25486
2912	10473	25481
2913	10477	25478
2914	10482	25478
2915	10485	25474
2916	10488	25468
2917	10492	25464
2918	10495	25459
2919	10498	25454
2920	10501	25449
2921	10503	25443
2922	10507	25440
2923	10510	25435
2924	10513	25429
2925	10516	25424
2926	10519	25421
2927	10522	25416
2928	10525	25411
2929	10528	25405
2930	10532	25401
2931	10535	25396
2932	10537	25391
2933	10540	25385
2934	10543	25380
2935	10547	25377
2936	10550	25373
2937	10553	25367
2938	10556	25362
2939	10560	25360
2940	10563	25354
2941	10566	25350
2942	10569	25344
2943	10574	25344
2944	10577	25340
2945	10581	25335
2946	10585	25334
2947	10588	25329
2948	10592	25326
2949	10595	25322
2950	10601	25323
2951	10604	25319
2952	10607	25314
2953	10611	25311
2954	10616	25311
2955	10620	25307
2956	10625	25307
2957	10628	25303
2958	10633	25301
2959	10637	25299
2960	10645	25306
2961	10649	25304
2962	10656	25309
2963	10660	25306
2964	10665	25304
2965	10668	25301
2966	10673	25300
2967	10676	25295
2968	10682	25297
2969	10685	25291
2970	10687	25286
2971	10690	25281
2972	10694	25276
2973	10696	25271
2974	10699	25266
2975	10702	25260
2976	10706	25256
2977	10710	25253
2978	10713	25249
2979	10716	25244
2980	10720	25241
2981	10723	25236
2982	10726	25231
2983	10728	25226
2984	10732	25222
2985	10735	25217
2986	10738	25211
2987	10741	25206
2988	10743	25200
2989	10747	25198
2990	10750	25193
2991	10753	25187
2992	10756	25182
2993	10761	25181
2994	10763	25175
2995	10766	25170
2996	10769	25165
2997	10773	25161
2998	10777	25160
2999	10782	25159
3000	10788	25160
3001	10794	25164
3002	10803	25171
3003	10809	25175
3004	10817	25181
3005	10822	25179
3006	10826	25176
3007	10830	25174
3008	10833	25169
3009	10835	25163
3010	10838	25158
3011	10841	25153
3012	10846	25152
3013	10850	25148
3014	10852	25143
3015	10858	25143
3016	10861	25140
3017	10866	25139
3018	10871	25138
3019	10874	25134
3020	10878	25130
3021	10885	25134
3022	10888	25130
3023	10892	25128
3024	10896	25124
3025	10899	25119
3026	10902	25115
3027	10905	25109
3028	10908	25104
3029	10912	25102
3030	10916	25099
3031	10919	25094
3032	10922	25088
3033	10925	25085
3034	10928	25080
3035	10931	25074
3036	10934	25070
3037	10938	25066
3038	10942	25063
3039	10945	25059
3040	10949	25056
3041	10952	25052
3042	10955	25047
3043	10959	25043
3044	10962	25038
3045	10966	25036
3046	10969	25031
3047	10972	25026
3048	10976	25023
3049	10979	25019
3050	10983	25015
3051	10986	25011
3052	10989	25007
3053	10993	25003
3054	10996	24998
3055	10999	24993
3056	11004	24993
3057	11007	24988
3058	11010	24983
3059	11013	24977
3060	11017	24975
3061	11020	24970
3062	11023	24965
3063	11026	24960
3064	11029	24955
3065	11032	24951
3066	11035	24946
3067	11038	24941
3068	11041	24935
3069	11046	24934
3070	11048	24929
3071	11051	24924
3072	11054	24918
3073	11057	24914
3074	11060	24909
3075	11063	24904
3076	11066	24899
3077	11071	24897
3078	11074	24893
3079	11077	24888
3080	11080	24883
3081	11085	24882
3082	11088	24877
3083	11092	24874
3084	11095	24870
3085	11099	24867
3086	11102	24862
3087	11106	24859
3088	11110	24857
3089	11113	24852
3090	11117	24849
3091	11122	24848
3092	11125	24843
3093	11127	24838
3094	11130	24832
3095	11133	24828
3096	11138	24827
3097	11142	24824
3098	11145	24818
3099	11148	24814
3100	11152	24810
3101	11154	24805
3102	11157	24800
3103	11161	24796
3104	11164	24791
3105	11167	24786
3106	11169	24781
3107	11172	24775
3108	11177	24774
3109	11180	24768
3110	11182	24763
3111	11186	24759
3112	11191	24758
3113	11194	24754
3114	11197	24749
3115	11200	24744
3116	11205	24743
3117	11208	24738
3118	11212	24736
3119	11215	24731
3120	11218	24726
3121	11221	24721
3122	11224	24716
3123	11228	24714
3124	11231	24710
3125	11235	24707
3126	11239	24703
3127	11248	24713
3128	11252	24708
3129	11255	24703
3130	11258	24698
3131	11261	24694
3132	11264	24690
3133	11269	24688
3134	11272	24684
3135	11276	24681
3136	11280	24678
3137	11288	24684
3138	11291	24681
3139	11297	24680
3140	11300	24675
3141	11306	24678
3142	11309	24674
3143	11313	24669
3144	11316	24666
3145	11321	24666
3146	11324	24661
3147	11327	24656
3148	11331	24652
3149	11334	24647
3150	11336	24641
3151	11339	24636
3152	11342	24630
3153	11345	24625
3154	11349	24623
3155	11352	24617
3156	11355	24613
3157	11358	24607
3158	11363	24607
3159	11365	24602
3160	11368	24596
3161	11371	24591
3162	11374	24586
3163	11378	24583
3164	11381	24579
3165	11385	24575
3166	11388	24572
3167	11392	24567
3168	11394	24562
3169	11397	24556
3170	11400	24552
3171	11405	24550
3172	11407	24545
3173	11410	24540
3174	11413	24535
3175	11418	24533
3176	11420	24527
3177	11423	24522
3178	11427	24519
3179	11431	24516
3180	11435	24513
3181	11438	24509
3182	11442	24506
3183	11447	24504
3184	11449	24499
3185	11452	24494
3186	11455	24489
3187	11458	24484
3188	11462	24481
3189	11465	24476
3190	11468	24471
3191	11471	24467
3192	11475	24463
3193	11479	24460
3194	11482	24455
3195	11486	24454
3196	11490	24451
3197	11494	24448
3198	11498	24445
3199	11502	24442
3200	11506	24439
3201	11509	24434
3202	11513	24432
3203	11516	24428
3204	11520	24425
3205	11524	24421
3206	11528	24419
3207	11532	24415
3208	11535	24412
3209	11539	24408
3210	11542	24403
3211	11545	24399
3212	11549	24396
3213	11552	24392
3214	11556	24389
3215	11560	24385
3216	11564	24382
3217	11568	24381
3218	11571	24376
3219	11575	24373
3220	11578	24369
3221	11582	24365
3222	11586	24361
3223	11591	24361
3224	11595	24360
3225	11599	24357
3226	11603	24353
3227	11606	24349
3228	11609	24345
3229	11612	24339
3230	11615	24335
3231	11618	24329
3232	11621	24325
3233	11624	24320
3234	11627	24316
3235	11630	24310
3236	11634	24308
3237	11637	24303
3238	11640	24297
3239	11643	24293
